"date";"txHash";"txNoteUser";"fromAddress";"fromTagsUser";"fromNoteUser";"fromTags";"toAddress";"toTagsUser";"toNoteUser";"toTags";"tokenName";"tokenAddress";"tokenSymbol";"value";"usdPrice"
"2022-12-07 10:04:59";"0x670de6525a2225c68e39e233b65da05c4c1b173ebf76350cb5cf2437b5cc10f9";"";"0x5425a0f2633b60b9f2400d82ed6596b5a4b41523";"";"";"";"0xda25c599c03ae85ae3bc574e20671b2fd8a1f431";"";"";"";"Tether USD";"0xdac17f958d2ee523a2206206994597c13d831ec7";"USDT";"59142,812936";"1,0000818805178"
"2022-12-07 10:03:59";"0x565e96d08ad2896894df2d8426e9050b6a324c10934091291c40f60630af278a";"";"0x5425a0f2633b60b9f2400d82ed6596b5a4b41523";"";"";"";"0xda25c599c03ae85ae3bc574e20671b2fd8a1f431";"";"";"";"Dai";"0x6b175474e89094c44da98b954eedeac495271d0f";"DAI";"13986,018016870000000000";"0,99966823505533"
"2022-12-07 10:02:59";"0x68f96cce1ad415f46ff75835877c87e2c17f8dfad60f1104d432424533a331bb";"";"0x5425a0f2633b60b9f2400d82ed6596b5a4b41523";"";"";"";"0xda25c599c03ae85ae3bc574e20671b2fd8a1f431";"";"";"";"Binance USD";"0x4fabb145d64652a948d72533023f6e7a623c7c53";"BUSD";"8138,646246880000000000";"1,000032592838"
"2022-12-07 09:56:59";"0xfce85f7c9f1a8195ce21ca53bed0d4cbd3c447aea89bf1d192bf0e6b67569b44";"";"0x5425a0f2633b60b9f2400d82ed6596b5a4b41523";"";"";"";"0xda25c599c03ae85ae3bc574e20671b2fd8a1f431";"";"";"";"USD Coin";"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48";"USDC";"2016,597805";"1,0000703597259"
"2022-12-07 04:35:59";"0xdf0cc32035ee1666457583def511c3f45edd08d2ec61fb3616c397031f86f6b9";"";"0x5041ed759dd4afc3a72b8192c143f72f4724081a";"";"";"";"0x5425a0f2633b60b9f2400d82ed6596b5a4b41523";"";"";"";"Tether USD";"0xdac17f958d2ee523a2206206994597c13d831ec7";"USDT";"50003,100000";"1,0000515365829"
"2022-12-06 08:10:59";"0x94cf4faf84bd8d673f5f75b4c0619ee0b536083f0e084e5b878a476442bcb9a0";"";"0xd6e5f4eb7c8636ca666f1c4fe8bc591d3dbcce7e";"";"";"";"0x5425a0f2633b60b9f2400d82ed6596b5a4b41523";"";"";"";"USD Coin";"0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48";"USDC";"1187,810000";"1,0000552778203"
"2022-12-01 11:58:47";"0x1ae6b0cb2c9ed8b78650230f0ff9a1173049969cca41e13f609fa632c2086f2d";"";"0xb02a772de108012d98cd639a6fafa5c3e86843ea";"";"";"";"0x5425a0f2633b60b9f2400d82ed6596b5a4b41523";"";"";"";"Ethereum";"0x0000000000000000000000000000000000000000";"ETH";"0,010932124048379";"1282,49"
"2022-11-29 18:07:47";"0x2fc95e5da41731cd3f3484853c23e65e2cd3f59d1589895c665b8fb8fc50eda3";"";"0x4983295d3bb6a330571fb1171256ddb5fa0a44eb";"";"";"";"0x5425a0f2633b60b9f2400d82ed6596b5a4b41523";"";"";"";"Tether USD";"0xdac17f958d2ee523a2206206994597c13d831ec7";"USDT";"702,457665";"0,99973583689274"
"2022-11-27 03:06:23";"0xe0204dcaee1082df03d8f6766ff67e5ce7831dc97034a7ee90ca0d2200bf0091";"";"0x7951c7ef839e26f63da87a42c9a87986507f1c07";"";"";"";"0x5425a0f2633b60b9f2400d82ed6596b5a4b41523";"";"";"";"@ daiBounty.com";"0x6545b409acdd7e1be14c835b5c3b826c5d312d02";"845$ Visit daiBounty.com to claim";"9";""
"2022-11-27 03:04:23";"0x9911380410f6b53f3e8342979fc6a4c6e907eb17b719c6f68fc09d010726b01c";"";"0x7951c7ef839e26f63da87a42c9a87986507f1c07";"";"";"";"0x5425a0f2633b60b9f2400d82ed6596b5a4b41523";"";"";"";"@ daiBounty.com";"0x6545b409acdd7e1be14c835b5c3b826c5d312d02";"845$ Visit daiBounty.com to claim";"9";""
"2022-11-25 02:48:59";"0xa09cce55e05e835816c3da11b17061d362e5739343ac1261f6083c28a359553c";"";"0x23c18173d12c28921fcfbebe8640c0531e48300d";"";"";"";"0x5425a0f2633b60b9f2400d82ed6596b5a4b41523";"";"";"";"Tether USD";"0xdac17f958d2ee523a2206206994597c13d831ec7";"USDT";"545,000000";"0,99948615214539"
